Empresa,Receita Líq.,Lucro Líquido,Rentabilidade Receita,Capital de Giro,Sub-região,Cidade
MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGICOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
MARCON ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
"MARCON DEVAS - LOGISTICA, TRANS PORTES E ARMAZÉNS GERAIS LTDA",ND,ND,ND,ND,Sub-região 15,Maringá
MARINGA ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
MEF MARINGÁ EQUIPAMENTOS PARA FIGORÍFICOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
METALTIK INDUSTRIA E COMERCIO DE ACESSORIOS DO VESTUARIO EIRELI EPP,ND,ND,ND,ND,Sub-região 15,Maringá
MGA LOGÍSTICA E TRANSPORTE LTDA - ME,ND,ND,ND,ND,Sub-região 15,Maringá
NIPPON NUTRI - PRODUTOS ORIENTAIS LTDA ME',ND,ND,ND,ND,Sub-região 15,Maringá
NOWAX DO BRASIL PETRÓLEO LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
NS ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
NUTREE INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
NUTRIMILHO INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
NUTRINGA INDUSTRIA E COMERCIO LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
NUTRION FOODS INDUSTRIA E COMÉRCIOLTDA,ND,ND,ND,ND,Sub-região 15,Maringá
NUTRITAL IND.COM. E TECNOLOGIA DE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
OMCP ENGENHARIA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
PALMALI INDUSTRIAL ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
PEDREIRA INGÁ INDÚSTRIA E COMÉRCIO LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
PERFIBRAS INDUSTRIA E COMERCIO DE ALUMINIOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
PESAR - COMERCIO E ASSISTENCIA TECNICA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
PLANT BEM FERTILIZANTES S.A.,ND,ND,ND,ND,Sub-região 15,Maringá
PLASPET RECICLAGENS MARINGA LTDA -,ND,ND,ND,ND,Sub-região 15,Maringá
PLÁSTICOS SIGMA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
POLI NUTRI ALIMENTOS S/A,ND,ND,ND,ND,Sub-região 15,Maringá
POOLTÉCNICA QUÍMICA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
POSTO HOLLYWOOD LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
PREMIUM INDUSTRIA DE BALANCAS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
PREVER SERVICOS POSTUMOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
RACALTO BRASIL AGROPECUARIA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
RECALTO BRASIL AGROPECUARIA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
RHALL TERMINAIS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
RINALDO FERNANDES METALURGICA,ND,ND,ND,ND,Sub-região 15,Maringá
RODONAVES TRANSPORTES E ENCOMENDAS,ND,ND,ND,ND,Sub-região 15,Maringá
RODOVIARIO RAMOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
RODOVIAS INTEGRADAS DO PARANÁ S.A,ND,ND,ND,ND,Sub-região 15,Maringá
ROMERA PARTICIPAÇÕES E EMPREENDIMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
ROSIMEIRE DE SOUZA & SOUZA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
S V M - RECICLAVEIS - EIRELI,ND,ND,ND,ND,Sub-região 15,Maringá
S.GALL COMÉRCIO E USINAGEM LTDA - ME,ND,ND,ND,ND,Sub-região 15,Maringá
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
SAMI - INDÚSTRIA E COMÉRCIO DE ALIMENTOS LTDA - ME,ND,ND,ND,ND,Sub-região 15,Maringá
SEP ENGENHARIA ELETRICA EIRELI,ND,ND,ND,ND,Sub-região 15,Maringá
SM NUTRIÇÃO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
SOLABIA BIOTECNOLOGICA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
SOLABIÁ DO BRASIL IND E COMÉRCIO DE PRODUTOS BIOLÓGICOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
SOMAR INDUSTRIA COMERCIO PLASTICOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
SPAIPA S A INDÚSTRIA BRASILEIRA DE BEBIDAS,ND,ND,ND,ND,Sub-região 15,Maringá
SPAL INDUSTRIA BRASILEIRA DE BEBIDA,ND,ND,ND,ND,Sub-região 15,Maringá
SPRAYTEC FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
TECPEL INDÚSTRIA METALÚRGICA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
TOLEDO DO BRASIL INDÚSTRIA DE BALANÇAS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
TOMBINI MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIO LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
TORNOPEL INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
UNIAO-USINAGEM INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
USINA DE ACUCAR SANTA TEREZINHA LTD A,ND,ND,ND,ND,Sub-região 15,Maringá
USINA DE ACUCAR SANTA TEREZINHA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
VERTTI TECNOLOGIA DA INFORMACAO LTD,ND,ND,ND,ND,Sub-região 15,Maringá
"VINICOLOR IND. E COM. DE TINTAS, TEXTURA E GRAFIATO LTDA",ND,ND,ND,ND,Sub-região 15,Maringá
VOTORANTIM CIMENTOS S.A.,ND,ND,ND,ND,Sub-região 15,Maringá
WATER LINE INDÚSTRIA QUÍMICA LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
WILFLEX INDUSTRIA E COMERCIO DE ROTULOS E ETIQUETAS LTDA,ND,ND,ND,ND,Sub-região 15,Maringá
NEOVIA NUTRICAO E SAUDE ANIMAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
APUCARANA LEATHER S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
GFSA INDUSTRIA DE ALIMENTAÇÃO ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,Apucarana
RAIA DROGASIL S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
RAIA DROGASIL S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
SANCHES E VECCHIATE LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
BAXI FOODS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
BONEON ACESSÓRIOS PARA CONFECÇÕES LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
INDÚSTRIA TEXTIL APUCARANA LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
FRIMEL PRODUTOS FRIGOR MEDIANEIRA L TDA,ND,ND,ND,ND,Sub-região 16,Apucarana
CARAMURU ALIMENTOS S.A.,ND,ND,ND,ND,Sub-região 16,Apucarana
REINES ALIMENTACAO ANIMAL S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
CAFE DAMASCO S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
PARAGUACU TEXTIL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
QUÍMICA ALPINA S.A.,ND,ND,ND,ND,Sub-região 16,Apucarana
COOP MISTA DE TRABALHO RECICLÁVEIS DE APUCARANA,ND,ND,ND,ND,Sub-região 16,Apucarana
PET PRIME ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
PLÁSTICOS MAGNO LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
FUJIWARA EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
FUJIWARA EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
MOINHO PRIMOR S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
APUCACOUROS INDÚSTRIA E EXPORTAÇÃO DE COUROS S A,ND,ND,ND,ND,Sub-região 16,Apucarana
BSB PRODUTORA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
VALE RIO AGRO INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
KPS INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
HIDRAFLUX INDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
DE HEUS INDUSTRIA E COMERCIO DE NUTRIÇÃO ANIMAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
PRODUTOS QUIMICOS ARION S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
GENOVA INDUSTRIA E COMERCIO DE EPI LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
"CONSTRUTORA, INCORPORADORA, TRANSPORTADORA E CEREAIS JHS LTDA",ND,ND,ND,ND,Sub-região 16,Apucarana
TERRA NORTE - ENGENHARIA AMBIENTAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
FORBIO AGROCIENCIA LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
PARANATEX INDUSTRIA TEXTIL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
CARAMURU ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
CARAMURU ARMAZENS GERAIS DE CEREAIS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
ZAGHI INDUSTRIA E COM DE CONFECCOES LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
L M SIMOES E CIA LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
LENIX INDÚSTRIA E COMÉRCIO DE CONFECÇÕES LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
FUJIWARA EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
BIAZZE ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
NACIONAL GAS BUTANO DISTRIBUIDORA LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
BRAZILIAN PET FOODS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
CARAMURU ARMAZENS GERAIS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
ALIANCA INDUSTRIA QUIMICA LTDA - ME,ND,ND,ND,ND,Sub-região 16,Apucarana
EVIALIS DO BRASIL NUTRIÇÃO ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,Apucarana
EVIALIS DO BRASIL NUTRIÇÃO ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,Apucarana
INVIVO NUTRIÇÃO E SAÚDE ANIMAL LTD,ND,ND,ND,ND,Sub-região 16,Apucarana
UNIFRANGO AGROINDUSTRIAL S/A.,ND,ND,ND,ND,Sub-região 16,Apucarana
FRIGORÍFICO OREGON S/A.,ND,ND,ND,ND,Sub-região 16,Apucarana
LOUIS DREYFUS COMPANY BRASIL S.A.,ND,ND,ND,ND,Sub-região 16,Apucarana
DANES - INDUSTRIA E COMERCIO DE RAÇÕES LTDA - ME,ND,ND,ND,ND,Sub-região 16,Apucarana
PAULINOR COMERCIAL DE ALIMENTOS LTD A,ND,ND,ND,ND,Sub-região 16,Apucarana
SEIKO DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
COTRA CONSTRUTORA E INCORPORADORA EIRELI,ND,ND,ND,ND,Sub-região 16,Apucarana
PRODUTOS QUIMICOS ORION S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
C. BRAZ COMERCIO DE CARNES LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S.A.,ND,ND,ND,ND,Sub-região 16,Apucarana
KREB & KREB IMPORTAÇÃO DE FRUTAS E LOGÍSTICA LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
RAIA DROGASIL S/A,ND,ND,ND,ND,Sub-região 16,Apucarana
NEOVIA NUTRICAO E SAUDE ANIMAL LTDA.,ND,ND,ND,ND,Sub-região 16,Apucarana
DANES - INDUSTRIA E COMERCIO DE RAÇÕES LTDA - ME,ND,ND,ND,ND,Sub-região 16,Apucarana
HIRATA E AMARAL LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
V.N. SOARES & CIA LTDA - ME,ND,ND,ND,ND,Sub-região 16,Apucarana
CROPBIO INDUSTRIA DE FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
BRASFERTIL FERTILIZANTES LTDA,ND,ND,ND,ND,Sub-região 16,Apucarana
AGROQUIMICA COM DE CEREAIS E INSUMOS LTDa,ND,ND,ND,ND,Sub-região 16,Borrazópolis
R.B.C.L.-RENOVADORA DE BATERIAS CALIFORNIA LTDA - EPP,ND,ND,ND,ND,Sub-região 16,Califórnia
PARANA LATEX INDUSTRIA E COMERCIO DE ARTEFATOS DE LATEX LTDA,ND,ND,ND,ND,Sub-região 16,Califórnia
FRIGORIFICO FRIGOMENDES LTDA,ND,ND,ND,ND,Sub-região 16,Califórnia
C F N COM DE PROD ALIM E REV DE GAS LTDA,ND,ND,ND,ND,Sub-região 16,Califórnia
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,Cruzmaltina
COCARI - COOPERATIVA AGRO PECUÁRIA E INDUSTRIAL,ND,ND,ND,ND,Sub-região 22,Faxinal
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,Faxinal
SAUBER QUIMICA - IND E COM DE PRODUTOS DE LIMPEZA LTDA - ME,ND,ND,ND,ND,Sub-região 22,Faxinal
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,Faxinal
"BUSSADORI, GARCIA & CIA LTDA",ND,ND,ND,ND,Sub-região 22,Faxinal
FABIO ANDRE LEONCO,ND,ND,ND,ND,Sub-região 22,Faxinal
I.RIEDI E CIA. LTDA,ND,ND,ND,ND,Sub-região 22,Ivaiporã
CIAMAQUINAS OFFCCE LTDA,ND,ND,ND,ND,Sub-região 22,Ivaiporã
VENDRAMETTO E FILHOS LTDA,ND,ND,ND,ND,Sub-região 22,Ivaiporã
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,Ivaiporã
FRIGOCENTER IND. E COM. DE CARNES LTDA - ME,ND,ND,ND,ND,Sub-região 22,Ivaiporã
CIA MAQUINAS COM DE MOVEIS LTDA,ND,ND,ND,ND,Sub-região 22,Ivaiporã
PORTO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,ND,ND,ND,ND,Sub-região 22,Jardim Alegre
C VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 22,Jardim Alegre
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,Jardim Alegre
DANIELA CRISTINA FERNANDES ME,ND,ND,ND,ND,,Kaloré
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 16,Marilândia do Sul
GERMINA PRODUÇÃO E COMERCIO DE SEMENTES S/A.,ND,ND,ND,ND,Sub-região 16,Marilândia do Sul
DISTRIMAIS INDUSTRIA E COMERCIO EIRELI,ND,ND,ND,ND,Sub-região 16,Marumbi
M. S. COLHEITAS E SERVIÇOS LTDA,ND,ND,ND,ND,Sub-região 16,Marumbi
S L CEREAIS E ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
SEMENTES MAUA LTDA,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
SEMENTES PARANA LTDA,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
CARVOARIA ECOGRILL LTDA,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
ADRAM S A INDUSTRIA COMERCIO,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
INTEGRADA COOPERATIVA AGROINDUSTRIA,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
R LOEFFLER E CIA LTDA - EPP,ND,ND,ND,ND,Sub-região 16,Mauá da Serra
NEW FORCE INDUSTRIA E COMERCIO DE ACUMULADORES LTDA,ND,ND,ND,ND,Sub-região 16,Novo Itacolomi
R. E. A. MINERAÇÃO LTDA,ND,ND,ND,ND,Sub-região 16,Novo Itacolomi
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 22,São João do Ivaí
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 22,São João do Ivaí
MAIS FISH - FRIGORIFICO DE PEIXES LTDA,ND,ND,ND,ND,Sub-região 22,São João do Ivaí
RENUKA VALE DO IVAI S/A,ND,ND,ND,ND,,São Pedro do Ivaí
ALLTECH DO BRASIL AGROINDUSTRIAL LTDA,ND,ND,ND,ND,,São Pedro do Ivaí
BIOTECNOLOGIA DO PARANA S/A,ND,ND,ND,ND,,São Pedro do Ivaí
BIOVALE COMÉRCIO DE LEVEDURAS LTDA,ND,ND,ND,ND,,São Pedro do Ivaí
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Altamira do Paraná
A J RORATO E CIA LTDA,ND,ND,ND,ND,Sub-região 11,Araruna
PINDUCA INDÚSTRIA ALIMENTICIA LTDA,ND,ND,ND,ND,Sub-região 11,Araruna
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Araruna
COFAMA INDÚSTRIA E COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA,ND,ND,ND,ND,Sub-região 11,Araruna
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Araruna
J C PARRO & CIA LTDA,ND,ND,ND,ND,Sub-região 11,Araruna
JC PARRO & CIA LTDA,ND,ND,ND,ND,Sub-região 11,Araruna
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Barbosa Ferraz
A M DA FONSECA & FONSECA LTDA,ND,ND,ND,ND,Sub-região 11,Barbosa Ferraz
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Boa Esperança
AGRICOLA SANTA HELENA LTDA,ND,ND,ND,ND,Sub-região 11,Campina da Lagoa
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 11,Campina da Lagoa
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campina da Lagoa
BILETSKI & PAVESI LTDA,ND,ND,ND,ND,Sub-região 11,Campina da Lagoa
W E DE OLIVEIRA & CIA LTDA - ME,ND,ND,ND,ND,Sub-região 11,Campina da Lagoa
VIVAX - INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
VISIUM BIOSSEGURANCA LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
I.RIEDI E CIA. LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
B.S. INDUSTRIA E COMERCIO DE CEREAIS E SEUS DERIVADOS LTDA.,ND,ND,ND,ND,Sub-região 11,Campo Mourão
AGROPECUARIA AGUA AZUL,ND,ND,ND,ND,Sub-região 11,Campo Mourão
G. A. PAZINI & CIA LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
VRI - INDUSTRIA ELETRONICA LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
ASSOCIAÇÃO DOS DISTRIB. DE INSUMOS TECNOLOGIA AGROPECUÁRIA-ADITA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
AGROPECUARIA IPE LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
CASALI & CIA LTDA - ME,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
PEDREIRA ITAIPU INDUSTRIA E COMERCIO DE BRITAS E ASFALTO LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
PRO SOLUS DO BRASIL LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
MACEDO AGROINDUSTRIAL LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
BRASPRESS TRANSPORTES URGENTES LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
CAMPUS MORAO CONSTRUCAO LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
AUTO ADESIVOS PARANA S.A,ND,ND,ND,ND,Sub-região 11,Campo Mourão
FRIGORÍFICO CRISTAL LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
AION INDUSTRIA E COMERCIO DE CONFECÇÕES LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
MOINHO DE TRIGO MERCOSUL - EIRELI,ND,ND,ND,ND,Sub-região 11,Campo Mourão
AUTO ADESIVOS PARANA S.A,ND,ND,ND,ND,Sub-região 11,Campo Mourão
VIPTECH DESENVOLVIMENTO DE PROGRAMAS LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
J MACEDO S/A,ND,ND,ND,ND,Sub-região 11,Campo Mourão
WENCESLAU E CIA LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
SEARA ALIMENTOS LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
EMBALAGENS CAMPOPLASTIC LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
ANAP DISTRIBUIDORA LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
AUTO ADESIVOS PARANA S.A,ND,ND,ND,ND,Sub-região 11,Campo Mourão
SCHUTTER DO BRASIL LTDA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
R. C. COVALSKI - AFIACAO,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Campo Mourão
CIA PARANÁ DE ALIMENTOS S/A,ND,ND,ND,ND,Sub-região 11,Campo Mourão
AUTO ADESIVOS PARANA S.A,ND,ND,ND,ND,Sub-região 11,Campo Mourão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Corumbataí do Sul
I.RIEDI E CIA. LTDA,ND,ND,ND,ND,Sub-região 11,Engenheiro Beltrão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Engenheiro Beltrão
SABARALCOOL S/A ACUCAR E ALCOOL,ND,ND,ND,ND,Sub-região 11,Engenheiro Beltrão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Engenheiro Beltrão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Engenheiro Beltrão
ENGENHEIRO BELTRAO INDUSTRIA DE PISCINAS LTDA,ND,ND,ND,ND,Sub-região 11,Engenheiro Beltrão
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Farol
AGROPECUARIA AGUA AZUL LTDA,ND,ND,ND,ND,Sub-região 11,Farol
I.RIEDI E CIA. LTDA,ND,ND,ND,ND,Sub-região 11,Fênix
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Fênix
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,ND,ND,ND,ND,Sub-região 11,Goioerê
R B C TEXTIL LTDA ME,ND,ND,ND,ND,Sub-região 11,Goioerê
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Goioerê
COAGEL COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 11,Goioerê
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Goioerê
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,ND,ND,ND,ND,Sub-região 11,Goioerê
FIACAO GOIOERE - INDUSTRIA DE FIOS LTDA,ND,ND,ND,ND,Sub-região 11,Goioerê
C.VALE - COOPERATIVA AGROINDUSTRIAL,ND,ND,ND,ND,Sub-região 11,Goioerê
CIA PARANÁ DE ALIMENTOS S/A,ND,ND,ND,ND,Sub-região 11,Goioerê
W BIONDI OKUMURA - ME,ND,ND,ND,ND,Sub-região 11,Goioerê
COAMO AGROINDUSTRIAL COOPERATIVA,ND,ND,ND,ND,Sub-região 11,Iretama
